Code,Time,Negative,Positive,Uncertainty,Litigious,StrongModal,Constraining,nearest_day_return,nearest_day
PFE_18089,2013/4/30,130,174,119,10,57,14,-0.044692757039514135,2013-04-30 00:00:00
PFE_18084,2012/1/31,103,143,73,7,65,7,-0.008341070704919074,2012-01-31 00:00:00
PFE_18412,2014/1/28,130,162,118,9,91,24,0.025623743519612496,2014-01-28 00:00:00
PFE_16892,2020/1/28,126,233,124,15,88,5,-0.05029881637048461,2020-01-28 00:00:00
PFE_18230,2015/10/27,130,195,112,14,62,14,0.024297477598424818,2015-10-27 00:00:00
PFE_16789,2017/10/31,184,154,119,36,58,14,-0.002560459421932837,2017-10-31 00:00:00
PFG_17659,2016/2/2,114,201,111,11,34,6,-0.07588935468290514,2016-02-02 00:00:00
PFG_17584,2018/10/26,83,196,108,4,37,13,-0.06979568564919081,2018-10-26 00:00:00
PFG_17535,2014/7/25,69,187,79,14,33,11,0.00019316601904728611,2014-07-25 00:00:00
PFG_17530,2012/10/26,96,149,100,8,50,15,-0.020855430664339814,2012-10-26 00:00:00
PFG_17657,2016/7/29,68,156,100,13,41,12,0.04294345835290736,2016-07-29 00:00:00
PFG_17663,2014/10/24,75,186,105,14,48,5,-0.004940711611441273,2014-10-24 00:00:00
PFG_17533,2013/10/25,105,176,76,9,34,3,0.002139004794034172,2013-10-25 00:00:00
PFG_17654,2017/4/28,94,196,96,5,31,10,-0.0007671532912503222,2017-04-28 00:00:00
PFG_17587,2019/10/25,99,191,125,7,41,14,-0.0503484865421604,2019-10-25 00:00:00
PFG_17588,2020/1/29,106,171,85,11,46,2,0.01169918451191787,2020-01-29 00:00:00
PFG_17531,2013/2/1,77,177,80,11,34,6,-0.015801346904273594,2013-02-01 00:00:00
PFG_17664,2014/2/4,90,174,107,9,32,18,0.013186268260199752,2014-02-04 00:00:00
PFG_17683,2012/4/28,86,146,83,17,42,8,-0.0007222989302246853,2012-04-30 00:00:00
PFG_17534,2014/4/25,73,180,107,15,38,9,0.033489617533809746,2014-04-25 00:00:00
PFG_17528,2012/2/3,104,202,91,8,40,10,0.0010921254967386496,2012-02-03 00:00:00
PFG_17661,2015/4/24,68,162,71,22,48,4,0.0060416595263455,2015-04-24 00:00:00
PFG_17656,2016/10/28,73,147,111,8,29,10,0.031926793140923726,2016-10-28 00:00:00
PFG_17665,2013/7/26,97,168,104,15,46,19,0.06253096023833282,2013-07-26 00:00:00
PFG_17585,2019/4/26,97,221,84,6,55,10,0.028684157831359025,2019-04-26 00:00:00
PFG_17653,2017/7/28,89,192,100,5,31,16,0.01110619126021506,2017-07-28 00:00:00
PFG_17662,2015/1/30,104,186,92,10,57,16,-0.023918500043319968,2015-01-30 00:00:00
PFG_17660,2015/10/23,137,191,113,11,34,27,0.014868351556426298,2015-10-23 00:00:00
PFG_17582,2018/4/27,108,194,116,12,70,17,-0.01322019531972074,2018-04-27 00:00:00
PFG_17586,2019/7/26,76,228,91,5,47,31,0.009818607939585444,2019-07-26 00:00:00
PFG_17583,2018/7/27,86,183,118,7,41,19,0.04073543898481757,2018-07-27 00:00:00
PFG_17658,2016/4/29,105,190,75,9,49,12,-0.004431971808790292,2016-04-29 00:00:00
PFG_17655,2017/1/31,94,210,95,14,46,5,-0.011257386681395198,2017-01-31 00:00:00
PFG_17529,2012/7/27,101,155,123,10,50,11,-0.02536089113593365,2012-07-27 00:00:00
PG_17489,2014/10/24,130,294,58,3,84,21,0.023188756786407083,2014-10-24 00:00:00
PG_17519,2016/10/25,99,199,58,3,41,8,0.034126073705758486,2016-10-25 00:00:00
PG_17520,2017/1/20,137,228,81,9,50,14,0.03246753363734412,2017-01-20 00:00:00
PG_17639,2019/7/30,123,331,78,3,47,19,0.03801727294921875,2019-07-30 00:00:00
PG_17677,2016/1/26,147,205,89,6,66,15,0.02550421761078736,2016-01-26 00:00:00
PG_17487,2014/4/23,116,258,77,3,87,11,-0.010953838641826974,2014-04-23 00:00:00
PG_17516,2016/4/26,123,241,61,6,72,16,-0.02284732252404087,2016-04-26 00:00:00
PG_17488,2014/8/1,128,277,68,8,135,7,0.030134529749754387,2014-08-01 00:00:00
PG_17539,2018/1/23,102,204,58,6,55,11,-0.0309064790157193,2018-01-23 00:00:00
PG_17451,2013/8/1,97,263,68,5,87,23,0.01668737592733249,2013-08-01 00:00:00
PG_17637,2020/1/23,94,192,46,3,52,12,-0.010450476766194929,2020-01-23 00:00:00
PG_17479,2013/4/24,97,337,87,5,46,13,-0.06566510914498558,2013-04-24 00:00:00
PG_17478,2013/1/25,78,244,73,2,61,5,0.0401874737949468,2013-01-25 00:00:00
PG_17429,2017/10/20,77,208,51,3,33,3,-0.0364668246690264,2017-10-20 00:00:00
PG_17476,2012/8/3,123,298,92,5,88,22,0.03133367550085553,2012-08-03 00:00:00
PG_17541,2018/7/31,118,367,121,9,65,19,0.008478807120337217,2018-07-31 00:00:00
PG_17425,2019/1/23,129,218,68,2,46,5,0.04865097056288792,2019-01-23 00:00:00
PG_17540,2018/4/19,157,338,87,11,100,13,-0.04156010392367482,2018-04-19 00:00:00
PG_17640,2019/4/23,95,207,70,1,42,7,-0.026884241266768805,2019-04-23 00:00:00
PG_17452,2013/10/25,85,170,49,2,57,8,-0.007567306856876899,2013-10-25 00:00:00
PG_17490,2015/1/27,125,227,64,7,77,12,-0.034494350347444865,2015-01-27 00:00:00
PG_17477,2012/10/25,103,234,58,1,47,8,0.029230285109390183,2012-10-25 00:00:00
PG_17440,2015/10/23,135,216,88,2,78,8,0.0291249211705662,2015-10-23 00:00:00
PG_17474,2012/1/27,165,210,93,6,57,10,-0.0077160490193285405,2012-01-27 00:00:00
PG_17424,2018/10/19,117,187,69,2,41,5,0.08798610887271785,2018-10-19 00:00:00
PG_17475,2012/4/27,192,269,73,11,59,13,-0.036339168616229656,2012-04-27 00:00:00
PG_17486,2014/1/24,94,257,67,4,50,14,0.01201434646052735,2014-01-24 00:00:00
PG_17491,2015/4/23,104,258,63,3,70,6,-0.02575519898864842,2015-04-23 00:00:00
PG_17518,2016/9/8,40,157,25,2,40,10,-0.0019328956775900297,2016-09-08 00:00:00
PG_17638,2019/10/22,90,199,62,1,34,7,0.02603290583182249,2019-10-22 00:00:00
PGR_17711,2013/8/8,94,99,102,6,61,0,0.000780049073314304,2013-08-08 00:00:00
PGR_17736,2019/8/8,114,242,92,38,80,15,0.017331471762393136,2019-08-08 00:00:00
PGR_17731,2017/8/6,167,196,138,24,95,17,-0.0008384178640733486,2017-08-07 00:00:00
PGR_17732,2017/11/3,105,205,112,8,74,6,0.017035086781459263,2017-11-03 00:00:00
PGR_17710,2012/11/2,83,84,93,19,68,7,-0.014292081444725938,2012-11-02 00:00:00
PGR_17715,2014/10/30,75,123,125,11,78,5,0.004250410120504089,2014-10-30 00:00:00
PGR_17709,2012/3/1,128,122,141,21,63,6,-0.0018674563671740032,2012-03-01 00:00:00
PGR_17737,2019/11/10,148,193,125,21,76,14,0.0008145132276327073,2019-11-11 00:00:00
PGR_17729,2016/3/2,106,73,107,7,41,2,0.01105313520800455,2016-03-02 00:00:00
PGR_17735,2019/5/3,144,141,140,13,54,33,-0.014954966780427738,2019-05-03 00:00:00
PGR_17796,2013/2/28,120,110,117,8,66,7,-0.007334975487384265,2013-02-28 00:00:00
PGR_17734,2018/8/2,106,253,130,27,69,13,0.01916721478251904,2018-08-02 00:00:00
PGR_17730,2017/5/4,123,98,82,6,54,14,0.007990005016731859,2017-05-04 00:00:00
PGR_17693,2015/8/6,174,134,130,20,78,7,-0.008132726150339442,2015-08-06 00:00:00
PGR_17712,2013/11/14,105,81,92,3,48,4,0.011821193144874842,2013-11-14 00:00:00
PGR_17733,2018/3/1,109,223,104,20,102,18,0.003647083671320717,2018-03-01 00:00:00
PGR_17713,2014/2/28,72,91,97,4,71,3,0.012820490571955334,2014-02-28 00:00:00
PH_16736,2014/4/29,122,117,77,5,30,4,0.0255031138907007,2014-04-29 00:00:00
PH_16696,2012/4/24,87,183,88,3,53,5,0.08673086769608496,2012-04-24 00:00:00
PH_16698,2012/10/19,112,115,92,5,34,5,-0.07723051273531323,2012-10-19 00:00:00
PH_16702,2013/10/18,111,135,70,0,30,5,0.052331061442195466,2013-10-18 00:00:00
PH_16833,2017/2/2,80,195,76,2,64,1,0.029563445458771213,2017-02-02 00:00:00
PH_16938,2019/11/1,123,168,50,0,82,1,0.06763304829582473,2019-11-01 00:00:00
PH_16742,2016/1/26,132,164,62,4,25,1,0.04142071927733748,2016-01-26 00:00:00
PH_16741,2015/10/22,150,148,66,7,28,4,-0.009631482623425948,2015-10-22 00:00:00
PH_17036,2014/8/6,146,118,73,10,37,8,-0.047556892287897064,2014-08-06 00:00:00
PH_16700,2013/4/25,106,123,64,1,37,6,0.01320353887111092,2013-04-25 00:00:00
PH_17037,2014/1/22,128,135,69,0,35,9,-0.034694855200023134,2014-01-22 00:00:00
PH_16935,2019/1/31,91,204,77,0,48,5,-0.001151529947916674,2019-01-31 00:00:00
PH_16697,2012/8/4,92,146,97,2,40,12,0.007377720756341466,2012-08-06 00:00:00
PH_16836,2017/11/2,81,215,53,4,61,5,0.02818830413308682,2017-11-02 00:00:00
PH_16835,2017/8/3,58,177,73,1,40,0,0.006208181701248039,2017-08-03 00:00:00
PH_16837,2018/2/1,94,199,72,9,86,5,-0.03946974987843044,2018-02-01 00:00:00
PH_16937,2019/8/1,108,184,73,2,45,3,-0.01267992459153233,2019-08-01 00:00:00
PH_16739,2015/4/28,126,168,53,5,51,8,-0.036912488052535435,2015-04-28 00:00:00
PH_16831,2016/8/4,109,179,67,4,33,3,0.04552645773202735,2016-08-04 00:00:00
PH_16933,2018/8/2,76,242,77,0,53,0,0.03567550121611607,2018-08-02 00:00:00
PH_16738,2015/1/27,76,122,68,3,44,5,-0.011485855633536546,2015-01-27 00:00:00
PH_16934,2018/11/1,75,226,52,5,36,2,0.05091341404802785,2018-11-01 00:00:00
PH_16740,2015/8/4,141,136,52,4,70,4,-0.04012100337428137,2015-08-04 00:00:00
PH_16834,2017/4/27,77,178,87,0,34,2,-0.015558512599073369,2017-04-27 00:00:00
PH_16832,2016/10/21,83,172,53,1,39,5,0.0032572792063838567,2016-10-21 00:00:00
PH_16701,2013/8/6,113,104,69,1,52,4,-0.03268846178595308,2013-08-06 00:00:00
PH_16737,2014/10/28,97,163,65,1,60,9,0.048703507237415344,2014-10-28 00:00:00
PH_16939,2020/1/30,118,190,83,2,33,5,0.030800871733634324,2020-01-30 00:00:00
PH_16695,2012/1/20,108,107,76,7,36,7,-0.040602618901647285,2012-01-20 00:00:00
PHM_18070,2014/7/24,100,190,97,6,57,11,-0.030241954478587237,2014-07-24 00:00:00
PHM_18226,2016/7/21,91,134,95,5,52,13,0.053379047429745086,2016-07-21 00:00:00
PHM_18502,2013/10/24,110,190,112,2,56,20,0.07014388818271766,2013-10-24 00:00:00
PHM_18066,2013/4/25,108,208,83,2,45,10,0.05586593964622133,2013-04-25 00:00:00
PHM_18381,2019/7/23,104,135,69,2,26,4,-0.08333330484843704,2019-07-23 00:00:00
PHM_18071,2014/10/23,119,158,122,5,62,12,0.01720541806336695,2014-10-23 00:00:00
PHM_18228,2017/1/26,86,159,112,3,28,10,0.03620351036122327,2017-01-26 00:00:00
PHM_18063,2012/7/26,107,195,104,7,39,19,0.18363264619293607,2012-07-26 00:00:00
PHM_18379,2019/1/29,118,153,99,4,53,10,0.008139079088635981,2019-01-29 00:00:00
PHM_18225,2016/4/21,122,177,89,1,53,9,-0.002606941794244255,2016-04-21 00:00:00
PHM_18065,2013/1/31,98,193,107,2,52,8,-0.014726816017959662,2013-01-31 00:00:00
PHM_18223,2015/10/22,156,125,114,19,40,16,-0.06632395192422537,2015-10-22 00:00:00
PHM_18061,2012/2/2,117,173,90,4,38,22,-0.010217104021144063,2012-02-02 00:00:00
PHM_18069,2014/4/24,85,207,83,3,50,11,0.022617128874321324,2014-04-24 00:00:00
PHM_18382,2020/1/28,88,173,76,1,22,8,0.05733636476910875,2020-01-28 00:00:00
PHM_18378,2018/10/23,110,101,111,6,31,7,0.07279695971538858,2018-10-23 00:00:00
PHM_18377,2018/7/26,83,150,86,7,32,4,0.0,2018-07-26 00:00:00
PHM_18416,2017/7/25,80,182,79,5,41,6,0.004914039265294211,2017-07-25 00:00:00
PHM_18068,2014/1/30,97,186,99,1,52,11,0.017498720908270867,2014-01-30 00:00:00
PHM_18067,2013/7/25,98,153,84,17,43,9,-0.1029811082553147,2013-07-25 00:00:00
PHM_18072,2015/1/29,106,175,125,2,51,13,0.06025266159937215,2015-01-29 00:00:00
PHM_18415,2017/10/24,113,128,84,8,42,12,0.027957014240511224,2017-10-24 00:00:00
PHM_18224,2016/1/28,121,212,119,5,66,3,0.019278573844105692,2016-01-28 00:00:00
PHM_18064,2012/10/25,91,194,90,0,37,26,-0.025214929216054616,2012-10-25 00:00:00
PHM_18073,2015/4/23,128,201,96,2,50,12,-0.07929927055568209,2015-04-23 00:00:00
PHM_18417,2017/4/26,97,144,113,0,43,6,0.022522521748499003,2017-04-26 00:00:00
PHM_18222,2015/7/23,92,131,121,8,61,10,0.0009920862061036928,2015-07-23 00:00:00
PKG_16940,2015/7/22,121,163,55,2,34,15,0.08262058270255103,2015-07-22 00:00:00
PKG_16850,2013/7/17,102,113,79,2,40,7,0.004078443923618558,2013-07-17 00:00:00
PKG_16848,2013/1/22,104,107,73,9,54,8,-0.030234859336137787,2013-01-22 00:00:00
PKG_16944,2016/7/21,95,126,68,9,35,7,0.0004065977201572757,2016-07-21 00:00:00
PKG_16856,2015/4/21,151,124,75,8,40,5,-0.10386912942978144,2015-04-21 00:00:00
PKG_16941,2015/10/21,113,98,81,1,28,1,-0.0574611272178589,2015-10-21 00:00:00
PKG_16952,2018/7/26,82,139,92,7,31,8,-0.045728037324095694,2018-07-26 00:00:00
PKG_16947,2017/4/27,104,133,63,1,23,5,0.060291907055672674,2017-04-27 00:00:00
PKG_16945,2016/10/20,90,103,74,17,70,6,-0.05155487041044515,2016-10-20 00:00:00
PKG_16948,2017/7/27,98,144,97,5,27,8,0.016084558372369658,2017-07-27 00:00:00
PKG_16851,2013/10/15,85,65,53,1,26,6,-0.010936421473720759,2013-10-15 00:00:00
PKG_16852,2014/2/12,94,95,70,4,26,2,0.09931341271938154,2014-02-12 00:00:00
PKG_16847,2012/10/16,97,154,98,10,38,7,0.01853932235114808,2012-10-16 00:00:00
PKG_16846,2012/7/17,75,90,51,1,29,8,0.03475568642269011,2012-07-17 00:00:00
PKG_16942,2016/1/26,115,98,68,6,35,6,-0.009762858680549493,2016-01-26 00:00:00
PKG_16845,2012/4/18,80,79,69,7,37,6,-0.010955142240806293,2012-04-18 00:00:00
PKG_16849,2013/4/23,111,107,73,3,51,6,0.04116165689235896,2013-04-23 00:00:00
PKG_16946,2017/1/31,85,163,76,1,31,8,0.003920721101590807,2017-01-31 00:00:00
PKG_16955,2019/4/25,109,86,69,1,25,10,-0.00880472764581941,2019-04-25 00:00:00
PKG_16949,2017/10/26,109,133,87,6,44,9,0.0035544867631041033,2017-10-26 00:00:00
PKG_16951,2018/4/25,93,139,70,4,39,10,0.03429827773780158,2018-04-25 00:00:00
PKG_17010,2014/10/21,90,113,131,12,46,9,0.0957362036174021,2014-10-21 00:00:00
PKG_16844,2012/1/24,101,138,78,2,30,10,0.05893392382862728,2012-01-24 00:00:00
PKG_16855,2015/1/27,130,120,62,5,53,3,-0.06412452040329898,2015-01-27 00:00:00
PKG_16953,2018/10/25,75,113,83,3,31,13,0.06356033319946186,2018-10-25 00:00:00
PKG_16943,2016/4/21,80,131,67,4,38,4,0.01834127108753369,2016-04-21 00:00:00
PKG_16956,2019/7/25,51,84,61,2,26,5,-0.0024452269681491945,2019-07-25 00:00:00
PKI_16963,2016/11/7,98,182,93,3,36,10,0.01566475899434216,2016-11-07 00:00:00
PKI_16968,2018/4/30,60,186,113,11,40,6,-0.010120091672151998,2018-04-30 00:00:00
PKI_16765,2012/2/2,60,169,95,5,30,6,-0.010817250012761459,2012-02-02 00:00:00
PKI_16766,2012/4/26,69,157,91,5,28,6,0.0037397300794945743,2012-04-26 00:00:00
PKI_16858,2014/10/30,89,185,130,3,42,13,0.018066646575807917,2014-10-30 00:00:00
PKI_16770,2013/4/25,202,137,139,3,57,4,0.015915146203077768,2013-04-25 00:00:00
PKI_17005,2013/8/1,98,146,127,4,40,5,0.028747419708120336,2013-08-01 00:00:00
PKI_16974,2019/10/31,71,232,98,14,60,8,-0.020510517410467388,2019-10-31 00:00:00
PKI_16965,2017/5/4,84,216,100,1,23,12,0.014252218268229866,2017-05-04 00:00:00
PKI_16863,2016/2/4,116,234,159,5,57,5,-0.004700799350262463,2016-02-04 00:00:00
PKI_17001,2014/4/24,58,185,86,10,30,3,-0.0051638872363863894,2014-04-24 00:00:00
PKI_16769,2013/1/31,84,147,104,6,47,17,0.0077209164523512905,2013-01-31 00:00:00
PKI_16970,2018/10/31,75,177,101,7,34,9,0.009337103745429063,2018-10-31 00:00:00
PKI_16768,2012/10/25,105,180,84,6,33,7,0.004936508696594899,2012-10-25 00:00:00
PKI_16861,2015/7/31,92,165,111,4,45,8,0.029171529626889736,2015-07-31 00:00:00
PKI_16964,2017/2/2,105,207,120,9,53,14,0.0016741100334416448,2017-02-02 00:00:00
PKI_16966,2017/11/2,50,164,63,4,35,5,-0.002767357929044145,2017-11-02 00:00:00
PKI_16860,2015/5/1,86,250,124,6,43,4,0.025165839987658426,2015-05-01 00:00:00
PKI_16862,2015/11/5,97,178,119,0,24,8,-0.014658876014235656,2015-11-05 00:00:00
PKI_16962,2016/8/4,79,198,118,8,32,10,-0.0005380946959080424,2016-08-04 00:00:00
PKI_16969,2018/8/1,54,190,103,1,36,10,0.009093220736651864,2018-08-01 00:00:00
PKI_16975,2020/1/27,80,146,113,4,39,6,-0.011124480095522693,2020-01-27 00:00:00
PKI_16859,2015/1/29,84,208,130,4,35,8,0.008316451290759197,2015-01-29 00:00:00
PKI_16972,2019/4/25,61,177,81,1,38,3,0.00592472712523473,2019-04-25 00:00:00
PKI_16971,2019/2/1,82,208,117,5,47,5,0.003977907296702332,2019-02-01 00:00:00
PKI_17002,2014/1/30,83,166,104,6,53,1,0.033802875422191285,2014-01-30 00:00:00
PKI_16767,2012/8/2,76,166,93,2,21,4,-0.022440933204124214,2012-08-02 00:00:00
PKI_16961,2016/5/5,101,191,132,6,28,10,0.01055143906284961,2016-05-05 00:00:00
PKI_17004,2013/10/30,98,217,110,4,36,9,-0.011624923109852414,2013-10-30 00:00:00
PLD_17510,2015/7/21,85,113,98,5,40,8,0.01664564494357812,2015-07-21 00:00:00
PLD_17511,2015/10/20,79,108,73,6,38,3,0.010874683044193478,2015-10-20 00:00:00
PLD_17536,2017/10/17,73,74,66,6,42,8,-0.010615422175480728,2017-10-17 00:00:00
PLD_17509,2015/4/21,104,128,73,6,46,10,-0.006736374463804595,2015-04-21 00:00:00
PLD_17439,2017/7/18,75,124,99,7,48,7,0.027341053684301952,2017-07-18 00:00:00
PLD_17514,2016/7/19,96,113,93,8,43,8,0.0017435132593988099,2016-07-19 00:00:00
PLD_17482,2012/7/26,101,154,91,9,52,8,0.01799241443602817,2012-07-26 00:00:00
PLD_17505,2014/1/30,80,91,84,5,43,5,0.04863558858122219,2014-01-30 00:00:00
PLD_17538,2018/4/17,61,79,61,7,28,8,0.04313106459184501,2018-04-17 00:00:00
PLD_17537,2018/1/23,83,99,79,6,59,7,0.029472359251514257,2018-01-23 00:00:00
PLD_17649,2018/7/17,61,78,66,8,39,4,-0.02490779095600037,2018-07-17 00:00:00
PLD_17515,2016/10/20,57,98,57,5,29,6,0.0076466775125316735,2016-10-20 00:00:00
PLD_17513,2016/4/19,64,78,49,3,35,3,0.014627656538921396,2016-04-19 00:00:00
PLD_17485,2013/4/24,65,115,86,6,38,6,0.01764429429417147,2013-04-24 00:00:00
PLD_17644,2019/7/16,70,83,57,4,44,8,0.01901421812165349,2019-07-16 00:00:00
PLD_17503,2013/7/24,92,146,102,1,56,9,-0.010181272479550365,2013-07-24 00:00:00
PLD_17480,2012/2/8,84,123,89,7,49,5,0.026734736112107305,2012-02-08 00:00:00
PLD_17645,2019/4/16,58,86,66,4,33,6,-0.013020570597558569,2019-04-16 00:00:00
PLD_17641,2020/1/22,72,86,66,4,27,14,-0.017055532684136288,2020-01-22 00:00:00
PLD_17666,2014/7/22,67,105,57,5,49,6,0.010348984670792484,2014-07-22 00:00:00
PLD_17506,2014/4/22,73,125,79,5,37,3,-0.0038656644061735297,2014-04-22 00:00:00
PLD_17504,2013/10/23,97,116,81,2,56,5,-0.013520138469383712,2013-10-23 00:00:00
PLD_17642,2019/10/15,73,70,81,3,47,6,0.0330396290695667,2019-10-15 00:00:00
PLD_17483,2012/10/23,100,121,81,10,62,15,-0.011092132859526815,2012-10-23 00:00:00
PLD_17438,2017/4/18,81,98,63,5,40,7,-0.01266733567687095,2017-04-18 00:00:00
PLD_17508,2015/1/27,98,136,74,1,44,5,0.027917178551633004,2015-01-27 00:00:00
PLD_17437,2017/1/24,86,99,49,11,55,4,-0.018928638374798967,2017-01-24 00:00:00
PLD_17484,2013/2/6,91,103,67,3,61,16,-0.009185673860420684,2013-02-06 00:00:00
PLD_17481,2012/5/1,90,135,80,5,55,9,0.005033565817238683,2012-05-01 00:00:00
PM_17405,2017/4/20,118,111,72,3,40,8,-0.034500923350273216,2017-04-20 00:00:00
PM_17194,2012/10/18,179,141,86,48,50,20,-0.041916151748286,2012-10-18 00:00:00
PM_17411,2015/10/15,118,212,120,18,83,16,0.018820978630561758,2015-10-15 00:00:00
PM_17293,2016/7/19,96,102,73,0,32,4,-0.030194180683024933,2016-07-19 00:00:00
PM_17364,2019/10/17,108,154,119,11,37,8,0.0094816689566104,2019-10-17 00:00:00
PM_17244,2016/2/4,111,152,70,3,52,2,-0.007684624505744142,2016-02-04 00:00:00
PM_17359,2018/7/19,99,229,128,9,73,9,-0.015216067885357563,2018-07-19 00:00:00
PM_17243,2015/7/16,123,163,109,23,70,14,0.03169230439835946,2015-07-16 00:00:00
PM_17294,2016/10/18,67,75,73,3,50,12,0.01099356505997795,2016-10-18 00:00:00
PM_17360,2018/10/18,67,147,86,7,39,13,0.03500472055266557,2018-10-18 00:00:00
PM_17361,2019/2/8,96,168,101,4,67,8,0.042356312495929416,2019-02-08 00:00:00
PM_17242,2015/4/16,65,137,59,4,23,2,0.08741843173117347,2015-04-16 00:00:00
PM_17362,2019/4/18,73,156,91,7,23,7,-0.011581720335575585,2019-04-18 00:00:00
PM_17296,2017/10/19,109,131,105,11,97,20,-0.03875211561255098,2017-10-19 00:00:00
PM_17087,2014/7/17,141,131,91,2,51,10,-0.0017708843198191992,2014-07-17 00:00:00
PM_17365,2020/2/6,110,176,87,6,51,13,,
PM_17098,2012/7/19,192,173,95,14,48,3,0.0015658134874652065,2012-07-19 00:00:00
PM_17195,2013/2/7,141,178,96,20,74,12,0.024290080899943108,2013-02-07 00:00:00
PM_17196,2013/4/18,165,165,64,8,49,10,-0.0249893497580036,2013-04-18 00:00:00
PM_17199,2014/2/6,142,163,85,2,74,14,0.015734708198483768,2014-02-06 00:00:00
PM_17145,2012/2/9,102,142,71,16,57,8,0.027991787134791,2012-02-09 00:00:00
PM_17295,2017/7/20,119,168,95,3,67,18,-0.014471321299817432,2017-07-20 00:00:00
PM_17406,2017/2/2,105,104,101,13,67,17,0.030119848687513606,2017-02-02 00:00:00
PM_17200,2014/4/17,141,132,60,2,40,6,-0.019341896119122515,2014-04-17 00:00:00
PM_17241,2015/2/5,134,168,89,9,90,8,0.005969759415674679,2015-02-05 00:00:00
PM_17363,2019/7/18,70,163,91,4,41,7,0.08217144703204804,2019-07-18 00:00:00
PM_17097,2012/4/19,148,169,58,20,50,5,-0.0112833130598734,2012-04-19 00:00:00
PM_17088,2014/10/16,129,156,117,20,60,12,0.02010050572350619,2014-10-16 00:00:00
PM_17198,2013/10/17,181,154,95,22,61,20,0.009292636610389815,2013-10-17 00:00:00
PNC_17161,2013/7/17,120,155,89,8,35,11,-0.012751636889156924,2013-07-17 00:00:00
PNC_17158,2012/10/16,64,99,68,10,33,10,-0.04020338101108811,2012-10-16 00:00:00
PNC_17379,2020/1/15,77,98,59,2,36,9,-0.03627722588580762,2020-01-15 00:00:00
PNC_17160,2013/4/17,115,132,80,8,33,5,0.004012997878630298,2013-04-17 00:00:00
PNC_17268,2017/7/14,80,144,75,8,48,9,-0.001178145823424792,2017-07-14 00:00:00
PNC_17270,2018/1/12,69,92,83,28,24,5,0.0023103230050536268,2018-01-12 00:00:00
PNC_17266,2017/1/13,88,112,88,15,36,5,0.007292466786450236,2017-01-13 00:00:00
PNC_17208,2014/10/15,126,144,98,8,36,11,-0.04400044734679587,2014-10-15 00:00:00
PNC_17212,2015/10/14,111,89,87,9,38,11,-0.02741735733363193,2015-10-14 00:00:00
PNC_17209,2015/1/16,128,159,89,12,34,18,0.02450866679613739,2015-01-16 00:00:00
PNC_17206,2014/4/16,107,153,96,8,33,13,0.027145413099433302,2014-04-16 00:00:00
PNC_17269,2017/10/13,46,85,47,10,21,7,-0.01123681691766154,2017-10-13 00:00:00
PNC_17159,2013/1/17,82,121,93,13,33,11,0.03730343907281286,2013-01-17 00:00:00
PNC_17214,2016/4/14,131,124,88,6,34,11,-0.005635737206274527,2016-04-14 00:00:00
PNC_17332,2019/7/17,100,118,78,4,34,4,0.006630139848412764,2019-07-17 00:00:00
PNC_17205,2014/1/16,109,131,97,24,43,23,0.0265094376505024,2014-01-16 00:00:00
PNC_17207,2014/7/16,149,149,110,10,40,18,-0.0346781236703787,2014-07-16 00:00:00
PNC_17211,2015/7/15,98,133,98,13,38,15,0.008410253280248359,2015-07-15 00:00:00
PNC_17089,2013/10/16,117,130,74,13,20,6,0.018756041515437083,2013-10-16 00:00:00
PNC_17330,2019/1/16,94,106,69,3,19,5,0.0007430344769634445,2019-01-16 00:00:00
PNC_17155,2012/1/18,82,122,107,31,59,9,-0.026126751224126003,2012-01-18 00:00:00
PNC_17329,2018/10/12,81,104,70,7,31,4,-0.0558468082975071,2018-10-12 00:00:00
PNC_17331,2019/4/12,86,105,62,4,39,6,0.030919792493747437,2019-04-12 00:00:00
PNC_17215,2016/7/15,59,101,70,6,38,6,-0.009654876247464972,2016-07-15 00:00:00
PNC_17213,2016/1/15,73,67,72,9,20,9,-0.006216195446691053,2016-01-15 00:00:00
PNC_17328,2018/7/13,70,127,66,6,34,6,0.0023914908175797227,2018-07-13 00:00:00
PNC_17078,2016/10/14,71,85,62,4,18,4,0.001023383390858834,2016-10-14 00:00:00
PNC_17071,2018/4/13,116,101,82,10,25,2,-0.04610137403144121,2018-04-13 00:00:00
PNR_16724,2014/7/31,88,165,100,4,34,7,-0.0793217755850083,2014-07-31 00:00:00
PNR_16896,2018/10/23,62,148,93,7,32,8,0.01892737614819473,2018-10-23 00:00:00
PNR_16793,2015/10/20,149,115,111,4,39,6,-0.015033447785507859,2015-10-20 00:00:00
PNR_16717,2012/11/1,112,233,119,8,55,10,0.07765148420774559,2012-11-01 00:00:00
PNR_16651,2012/7/24,98,197,88,12,35,6,0.04670539334118029,2012-07-24 00:00:00
PNR_16722,2014/1/28,78,187,93,3,52,7,0.03874462645972687,2014-01-28 00:00:00
PNR_16726,2015/2/3,109,175,139,2,50,9,0.02193521558428424,2015-02-03 00:00:00
PNR_16798,2017/4/26,99,137,89,8,30,6,0.004794338960651735,2017-04-26 00:00:00
PNR_16795,2016/4/26,117,218,117,4,43,12,0.03866019233555984,2016-04-26 00:00:00
PNR_16797,2016/10/25,115,145,100,7,36,4,-0.051238617787105145,2016-10-25 00:00:00
