Code,Time,d_Negative,d_Positive,d_Uncertainty,d_Litigious,d_StrongModal,d_Constraining,d_Pos_26,d_Neg_26,qa_Negative,qa_Positive,qa_Uncertainty,qa_Litigious,qa_StrongModal,qa_Constraining,qa_Pos_26,qa_Neg_26,nearest_day_return,nearest_day
TRV_21155,2015/7/21,43,117,28,6,22,3,432,132,85,85,70,6,48,5,300,324,0.018224371264581984,2015-07-21 00:00:00
TRV_20987,2017/10/19,72,95,40,15,16,5,390,258,95,78,48,13,24,1,132,378,0.024226994254541445,2017-10-19 00:00:00
TRV_20986,2017/7/20,53,92,28,4,19,6,360,258,94,80,61,8,23,0,312,306,-0.01494543257418468,2017-07-20 00:00:00
TRV_20992,2014/1/21,67,91,39,3,23,2,444,204,121,89,70,13,51,5,264,414,-0.017000129524124108,2014-01-21 00:00:00
TRV_21159,2016/7/21,44,89,21,8,10,4,366,192,92,61,58,15,23,2,312,576,-0.002478428426910928,2016-07-21 00:00:00
TRV_21628,2013/7/23,43,90,19,12,29,4,312,192,78,93,56,5,44,2,294,426,-0.03769169155098362,2013-07-23 00:00:00
TRV_21161,2017/1/24,60,79,19,11,24,3,354,192,120,44,59,8,33,6,216,420,-0.010166084109872851,2017-01-24 00:00:00
TRV_20991,2013/10/22,46,68,32,3,14,1,258,192,92,48,47,7,58,4,288,468,-0.0005763376040412992,2013-10-22 00:00:00
TRV_21152,2014/10/21,40,113,34,10,14,7,318,180,104,86,80,10,48,4,210,498,0.011158808471902535,2014-10-21 00:00:00
TSCO_20674,2012/2/2,22,108,47,2,38,7,492,24,49,82,91,1,35,6,354,288,-0.02347472976468468,2012-02-02 00:00:00
TSCO_20797,2016/4/21,14,66,22,2,12,3,264,12,58,119,60,3,40,3,282,288,0.0474075347788836,2016-04-21 00:00:00
TSCO_20530,2017/2/2,20,75,38,1,34,7,474,102,73,150,103,7,42,3,534,300,0.018515908346485643,2017-02-02 00:00:00
TSCO_20677,2012/10/25,30,99,31,2,17,7,324,54,78,130,87,4,33,2,432,252,-0.02395971333489189,2012-10-25 00:00:00
TSCO_20789,2014/4/24,33,69,35,2,16,2,318,54,89,87,105,2,49,6,348,276,-0.009652419540133515,2014-04-24 00:00:00
TSCO_20914,2019/1/31,17,106,51,2,32,15,768,18,40,86,66,0,28,2,408,222,-0.0470877158153632,2019-01-31 00:00:00
TSCO_20917,2019/10/24,11,102,28,2,17,14,600,42,37,88,50,2,21,2,414,180,0.030277514405574912,2019-10-24 00:00:00
TSCO_20793,2015/4/23,17,67,18,1,11,4,234,54,81,114,106,2,73,2,402,456,0.004734121947675307,2015-04-23 00:00:00
TSCO_20786,2013/7/24,23,89,31,2,11,4,360,12,50,112,91,2,47,3,588,240,-0.006635035844029913,2013-07-24 00:00:00
TSCO_20980,2013/4/24,18,93,37,3,22,9,450,30,69,100,80,3,29,6,546,282,0.006919520856466743,2013-04-24 00:00:00
TSCO_20795,2015/10/22,14,62,33,2,24,4,318,42,76,119,87,2,55,3,396,294,0.055304308905117734,2015-10-22 00:00:00
TSCO_20678,2013/1/30,22,96,49,1,28,5,450,24,52,82,88,0,39,5,396,246,0.0047877921892174324,2013-01-30 00:00:00
TSCO_20676,2012/7/25,33,94,48,1,21,6,354,60,106,104,81,2,42,6,348,276,0.004319704881717179,2012-07-25 00:00:00
TSCO_20909,2017/4/26,25,55,22,1,27,3,306,102,107,114,95,2,33,1,624,318,0.0052340512942898884,2017-04-26 00:00:00
TSCO_20911,2018/1/31,14,79,42,1,37,11,492,24,56,113,62,3,26,5,420,132,-0.023187261275983584,2018-01-31 00:00:00
TSCO_20916,2019/7/25,11,96,34,2,18,9,558,30,40,146,83,5,12,1,384,246,-0.009067442994368902,2019-07-25 00:00:00
TSCO_20792,2015/1/28,19,79,46,1,25,9,342,54,56,122,77,4,42,7,432,312,-0.008689138151140805,2015-01-28 00:00:00
TSCO_20929,2017/7/26,12,75,32,2,19,3,378,60,104,191,113,1,55,0,906,390,-0.00242849348743579,2017-07-26 00:00:00
TSCO_20794,2015/7/22,14,72,26,1,16,4,276,18,54,95,79,2,49,3,414,306,0.013364695993951958,2015-07-22 00:00:00
TSCO_20799,2016/10/19,29,55,28,2,22,8,444,108,91,92,64,2,26,2,390,318,0.032174141435913566,2016-10-19 00:00:00
TSCO_20913,2018/10/25,12,101,41,2,16,12,660,30,36,110,51,1,20,1,318,186,0.05808980009409415,2018-10-25 00:00:00
TSCO_20791,2014/10/23,22,77,27,1,23,3,360,60,99,141,103,1,62,10,474,390,0.15823818733549122,2014-10-23 00:00:00
TSCO_20912,2018/4/26,15,79,29,2,16,8,498,24,45,115,61,1,40,2,390,204,0.07187659003228597,2018-04-26 00:00:00
TSCO_20928,2018/7/26,14,85,36,2,21,11,540,30,46,115,67,2,16,2,438,174,0.028147349605469833,2018-07-26 00:00:00
TSCO_20798,2016/7/21,30,51,32,1,23,3,306,102,111,133,93,3,77,2,516,426,-0.03640072468190714,2016-07-21 00:00:00
TSCO_20915,2019/4/25,7,91,34,1,18,13,588,30,38,146,44,1,46,0,552,330,0.009609840702109684,2019-04-25 00:00:00
TSCO_20675,2012/4/25,16,98,35,1,17,5,402,48,46,61,54,1,17,0,180,240,0.0057773399033389525,2012-04-25 00:00:00
TSCO_20787,2013/10/23,21,70,33,1,20,5,402,54,75,105,119,5,50,1,594,372,-0.002188525297275312,2013-10-23 00:00:00
TSCO_20790,2014/7/23,34,62,25,2,24,3,186,48,84,126,66,2,54,3,498,270,-0.008442936458440964,2014-07-23 00:00:00
TSN_20765,2017/11/13,13,92,20,3,15,3,714,126,60,104,61,6,37,2,594,312,0.01955755274047988,2017-11-13 00:00:00
TSN_20596,2012/8/6,35,58,29,5,25,2,282,96,132,100,116,2,60,6,396,546,-0.07987010212365941,2012-08-06 00:00:00
TSN_20642,2013/8/5,24,55,24,1,16,7,342,84,60,128,71,10,31,3,618,450,0.04138899669247964,2013-08-05 00:00:00
TSN_20880,2018/11/13,22,54,27,3,11,7,576,90,78,61,66,2,16,3,396,342,-0.05583513077953561,2018-11-13 00:00:00
TSN_20882,2019/5/6,15,54,26,4,11,3,318,42,64,85,69,12,40,4,384,420,0.026102101604154267,2019-05-06 00:00:00
TSN_20648,2015/8/3,28,71,26,1,16,3,540,78,71,127,65,3,22,5,486,438,-0.09898533349916727,2015-08-03 00:00:00
TSN_20884,2019/11/12,18,85,32,3,23,4,600,84,58,104,73,6,12,0,288,294,0.07433813183773963,2019-11-12 00:00:00
TSN_20597,2012/11/19,24,84,17,0,21,7,468,60,59,100,75,9,27,8,492,252,0.10900475379551657,2012-11-19 00:00:00
TSN_20883,2019/8/5,14,61,23,2,20,5,450,66,79,92,88,0,28,5,528,408,0.0510280790598856,2019-08-05 00:00:00
TSN_20763,2017/5/8,24,70,21,2,15,6,540,66,65,108,58,2,42,3,648,306,-0.060792707682039926,2017-05-08 00:00:00
TSN_20946,2014/5/5,24,54,22,2,10,0,360,120,35,88,32,3,15,2,252,198,-0.09871049820749488,2014-05-05 00:00:00
TSN_20643,2013/11/18,21,89,24,1,25,2,606,78,51,94,67,2,34,3,324,360,0.02259296517859011,2013-11-18 00:00:00
TSN_20595,2012/5/7,21,57,27,0,15,2,438,102,83,118,65,1,36,1,420,420,0.03270500084794548,2012-05-07 00:00:00
TSN_20644,2014/1/31,32,51,17,2,15,2,396,90,73,113,62,3,40,3,318,342,0.08437227329069441,2014-01-31 00:00:00
TSN_20645,2014/7/28,40,68,22,3,21,4,414,90,45,91,41,1,23,2,378,294,0.02579667258841956,2014-07-28 00:00:00
TSN_20646,2014/11/17,23,86,24,1,33,5,594,162,77,136,55,2,45,1,516,384,0.0582882179237294,2014-11-17 00:00:00
TSN_20879,2018/8/6,25,59,24,5,15,3,552,114,97,106,70,0,51,5,630,498,0.03272726215841448,2018-08-06 00:00:00
TSN_20647,2015/5/4,31,69,26,1,10,2,444,78,51,167,75,3,37,1,612,336,0.014818435397600416,2015-05-04 00:00:00
TSN_20542,2013/2/1,20,54,21,2,14,2,336,108,79,119,103,3,51,5,300,552,0.03074133689095815,2013-02-01 00:00:00
TSN_20766,2018/2/8,17,71,21,4,22,4,510,90,72,148,49,2,54,3,690,444,0.007358966145262213,2018-02-08 00:00:00
TSN_20543,2013/5/6,33,75,23,3,20,6,342,126,98,101,80,2,45,3,300,414,-0.03329321755097358,2013-05-06 00:00:00
TSN_20650,2016/2/5,28,51,15,1,10,3,342,84,62,151,45,3,25,2,660,216,0.09913373696917427,2016-02-05 00:00:00
TSN_20649,2015/11/24,36,65,28,1,15,3,582,108,65,78,62,9,23,8,354,252,0.020794343872468923,2015-11-24 00:00:00
TSN_20881,2019/2/7,19,70,29,2,13,6,540,72,47,86,56,4,39,3,432,210,-0.012807924046811192,2019-02-07 00:00:00
TSN_20878,2018/5/7,28,69,27,3,17,5,666,102,86,124,69,1,66,4,546,504,0.0037330147146945603,2018-05-07 00:00:00
TSN_20594,2012/2/3,23,77,18,0,17,1,378,144,107,133,89,4,45,6,534,534,0.04081623454773653,2012-02-03 00:00:00
TSN_20934,2017/2/6,16,60,17,3,14,6,546,54,47,98,56,2,44,5,696,372,-0.03456183426560744,2017-02-06 00:00:00
TSN_20885,2020/2/6,22,60,29,2,9,5,492,114,76,80,56,2,33,4,300,420,,
TSN_20762,2016/11/21,13,91,16,2,19,7,642,78,58,66,46,4,43,2,360,378,-0.1448931420397077,2016-11-21 00:00:00
TWX_20400,2016/8/3,19,106,19,4,29,5,714,84,46,64,43,1,18,5,198,192,0.02705203331723816,2016-08-03 00:00:00
TWX_20354,2014/4/30,27,130,27,4,22,7,828,120,43,81,28,3,18,2,522,156,0.02656818294822894,2014-04-30 00:00:00
TWX_20353,2014/2/5,46,151,45,5,46,10,1236,168,25,50,31,1,10,1,408,150,0.011057593746343521,2014-02-05 00:00:00
TWX_20154,2012/2/8,27,118,36,4,36,7,906,144,37,65,38,2,13,3,390,216,0.00026286434831512834,2012-02-08 00:00:00
TWX_20397,2015/11/4,46,122,34,8,36,4,876,120,46,71,40,2,14,1,282,252,-0.06597679045498628,2015-11-04 00:00:00
TWX_20145,2014/8/6,22,151,30,4,21,12,1116,78,48,71,29,4,15,3,342,120,-0.12853626322135792,2014-08-06 00:00:00
TWX_20156,2012/8/1,31,84,12,6,19,4,498,138,59,83,45,1,17,3,348,276,0.012270495885118526,2012-08-01 00:00:00
TWX_20147,2015/2/11,45,128,24,13,46,10,1116,144,29,72,19,2,20,1,288,216,0.002474997941828816,2015-02-11 00:00:00
TWX_20350,2013/5/1,27,83,20,5,18,5,480,72,48,87,33,5,13,5,306,264,-0.005018206999890529,2013-05-01 00:00:00
TWX_20403,2017/5/3,17,108,15,4,20,2,744,102,39,91,39,1,24,1,192,180,-0.0028188741984834786,2017-05-03 00:00:00
TWX_20399,2016/5/4,11,108,10,2,13,8,750,84,54,110,35,1,24,6,372,240,0.015752358388428256,2016-05-04 00:00:00
TWX_20146,2014/11/5,37,95,18,12,21,15,636,84,43,74,41,4,8,2,246,228,0.04028273434564689,2014-11-05 00:00:00
TWX_20398,2016/2/10,40,139,18,7,37,7,1230,114,45,106,25,6,19,7,468,228,-0.04967567529074324,2016-02-10 00:00:00
TWX_20488,2015/8/5,32,110,22,8,30,5,792,60,54,77,28,1,23,2,318,198,-0.08956073402695107,2015-08-05 00:00:00
TWX_20349,2013/2/6,42,149,29,2,25,6,1110,168,19,65,18,0,11,1,126,54,0.04103174458425518,2013-02-06 00:00:00
TWX_20401,2016/11/2,17,109,13,3,21,5,648,96,52,117,31,9,23,9,414,204,-0.01099151524876063,2016-11-02 00:00:00
TWX_20155,2012/5/2,37,85,25,3,20,7,444,66,59,81,47,11,14,8,318,192,-0.016614314637879102,2012-05-02 00:00:00
TWX_20351,2013/8/7,29,87,41,5,18,2,594,102,52,77,47,2,25,1,378,186,-0.003745462308363257,2013-08-07 00:00:00
TWX_20402,2017/2/8,24,138,21,4,16,4,996,114,52,97,17,4,22,0,342,240,0.003949254298452497,2017-02-08 00:00:00
TXN_20459,2015/10/21,17,21,13,0,10,4,420,66,58,68,66,2,24,0,690,276,-0.010108693042379269,2015-10-21 00:00:00
TXN_20396,2014/1/21,37,36,12,0,16,2,624,84,54,72,53,1,33,2,684,444,0.009205931050818794,2014-01-21 00:00:00
TXN_20391,2012/10/22,42,36,11,1,20,4,468,78,103,40,70,4,37,4,630,402,-0.0007191136569251189,2012-10-22 00:00:00
TXN_19997,2018/7/24,11,37,11,0,14,2,408,36,33,58,27,0,22,0,582,174,-0.0075869462900463045,2018-07-24 00:00:00
TXN_20463,2016/10/26,7,22,12,0,10,3,444,60,46,98,61,1,40,2,696,378,0.007162951658568284,2016-10-26 00:00:00
TXN_20003,2020/1/22,23,37,13,0,23,1,462,66,38,50,27,1,23,1,330,282,0.018951518538682374,2020-01-22 00:00:00
TXN_20465,2017/4/26,9,31,18,0,18,4,432,42,40,82,53,0,18,4,594,258,-0.01517727040719441,2017-04-26 00:00:00
TXN_20395,2013/10/21,19,27,8,1,9,0,618,72,94,86,88,3,35,1,924,486,0.006877980847239451,2013-10-21 00:00:00
TXN_20466,2017/7/25,5,29,14,0,11,3,378,30,20,69,43,0,35,2,456,222,0.005808220851931445,2017-07-25 00:00:00
TXN_20455,2014/7/22,13,27,11,0,13,3,444,54,89,113,97,4,36,4,798,402,-0.0010168647330177636,2014-07-22 00:00:00
TXN_20474,2015/7/22,26,24,19,0,9,3,450,78,75,54,83,2,40,3,594,408,-0.018514838018140575,2015-07-22 00:00:00
TXN_20392,2013/1/22,50,33,16,1,16,1,486,66,87,54,95,1,27,3,510,354,-0.0017900170785086766,2013-01-22 00:00:00
TXN_20461,2016/4/28,15,25,12,0,8,3,354,54,58,73,42,1,36,1,516,348,-0.020527362814136363,2016-04-28 00:00:00
TXN_20464,2017/1/24,12,51,12,0,25,8,540,48,35,64,42,2,27,4,480,252,0.017826467902797072,2017-01-24 00:00:00
TXN_20457,2015/1/26,12,38,14,0,12,3,444,48,41,87,73,4,44,2,498,252,-0.00018165884455134676,2015-01-26 00:00:00
TXN_20394,2013/7/22,18,35,11,0,10,1,612,54,79,71,87,4,35,8,906,420,0.004294145319905685,2013-07-22 00:00:00
TXN_19998,2018/10/23,18,24,10,0,21,2,414,54,44,50,29,0,38,5,468,354,0.005314869362304409,2018-10-23 00:00:00
TXN_20346,2012/4/23,41,33,14,2,13,4,576,42,67,86,72,5,43,5,900,468,-0.01786269815982866,2012-04-23 00:00:00
TXN_20460,2016/1/27,26,35,14,0,14,3,426,78,61,63,46,3,28,0,462,318,-0.0005917671310189387,2016-01-27 00:00:00
TXN_20454,2014/4/24,22,27,10,0,13,2,504,30,78,84,78,2,60,2,990,408,0.04326306878689179,2014-04-24 00:00:00
TXN_19999,2019/1/23,27,38,15,1,19,3,450,78,54,34,61,1,25,5,450,276,-0.011695351383670616,2019-01-23 00:00:00
TXN_20458,2015/4/22,23,19,18,0,8,3,396,48,76,52,50,1,38,2,438,468,0.00980054498486349,2015-04-22 00:00:00
TXN_20456,2014/10/20,10,28,12,0,8,3,474,60,89,91,74,4,63,4,918,408,0.016945310499074658,2014-10-20 00:00:00
TXN_20000,2019/4/23,29,38,15,0,30,3,378,66,27,30,23,0,38,4,354,192,0.012440194372685951,2019-04-23 00:00:00
TXN_19996,2018/4/24,8,33,9,3,14,1,372,30,34,54,44,0,51,2,564,234,0.003364276107401753,2018-04-24 00:00:00
TXN_20002,2019/10/22,30,38,13,0,27,3,366,48,52,34,30,0,38,1,324,252,-0.018024787929275088,2019-10-22 00:00:00
TXN_20393,2013/4/22,21,30,15,0,12,3,564,78,79,67,78,2,50,2,564,378,0.016350405059591733,2013-04-22 00:00:00
TXN_20001,2019/7/23,23,34,12,0,21,3,336,48,34,51,30,3,20,2,240,228,0.015992548525705752,2019-07-23 00:00:00
TXN_19994,2017/10/24,5,26,13,0,8,3,462,30,22,60,31,1,11,3,390,294,0.002390638801811562,2017-10-24 00:00:00
TXT_20432,2019/4/17,3,26,3,1,5,3,288,12,58,137,49,8,56,9,510,354,0.040084391581385985,2019-04-17 00:00:00
TXT_20860,2014/7/16,14,32,5,9,4,1,348,42,64,110,66,1,30,3,504,396,0.016419105698533443,2014-07-16 00:00:00
TXT_20427,2018/1/31,15,28,7,2,12,1,462,30,59,113,75,10,54,6,438,270,-0.02509142785930829,2018-01-31 00:00:00
TXT_20429,2018/7/19,5,22,5,3,4,1,240,18,62,154,52,7,41,2,630,456,0.008278076492371111,2018-07-19 00:00:00
TXT_20376,2017/1/25,7,35,13,3,10,1,498,30,52,107,43,8,48,3,426,474,-0.053665481339772884,2017-01-25 00:00:00
TXT_20368,2015/1/28,11,48,11,8,9,2,624,18,32,72,58,4,28,11,312,234,0.014986772119643057,2015-01-28 00:00:00
TXT_20431,2019/1/24,6,47,7,10,6,1,498,18,59,104,51,5,27,4,480,318,0.055928413715842666,2019-01-24 00:00:00
TXT_20373,2016/4/20,2,18,2,3,4,0,270,30,75,78,74,10,35,7,546,384,0.04888306564116651,2016-04-20 00:00:00
TXT_20485,2020/1/29,17,26,6,6,6,3,366,42,53,90,63,2,44,7,558,306,0.03063452270917621,2020-01-29 00:00:00
TXT_20853,2012/10/17,18,25,9,6,8,1,186,54,73,100,92,15,39,4,432,396,-0.057067209893416286,2012-10-17 00:00:00
TXT_20854,2013/1/23,21,30,24,10,10,1,450,66,71,79,71,17,53,2,492,336,0.0280650011456065,2013-01-23 00:00:00
TXT_20499,2017/10/19,7,20,2,3,4,0,258,12,77,138,73,1,40,5,570,432,-0.008773590132174934,2017-10-19 00:00:00
TXT_20858,2014/1/22,12,36,8,3,13,1,480,6,50,91,69,10,58,2,522,432,0.05263162344012162,2014-01-22 00:00:00
TXT_20428,2018/4/18,7,24,2,1,3,1,282,6,57,129,37,4,35,4,384,426,0.0675676200291595,2018-04-18 00:00:00
TXT_20857,2013/10/18,19,35,6,3,5,3,282,30,88,71,49,10,21,10,384,522,0.026526145715611186,2013-10-18 00:00:00
TXT_20377,2017/4/19,17,26,8,4,4,0,276,12,82,115,79,6,47,4,510,420,-0.028094673146763397,2017-04-19 00:00:00
TXT_20851,2012/4/18,6,29,3,3,13,0,168,36,81,65,56,11,23,11,354,330,-0.03616636577925403,2012-04-18 00:00:00
TXT_20434,2019/10/17,4,19,4,0,5,1,282,12,67,98,59,11,31,4,528,342,-0.05389342490420557,2019-10-17 00:00:00
TXT_20855,2013/4/17,17,30,7,2,7,4,246,78,102,58,75,9,48,1,588,642,-0.13424192445820735,2013-04-17 00:00:00
TXT_20369,2015/4/28,13,29,6,5,8,1,288,54,80,118,84,6,48,4,564,456,0.015800377154513434,2015-04-28 00:00:00
TXT_20371,2015/10/27,7,26,6,3,7,1,258,30,80,98,88,9,44,4,522,396,0.04147348333354617,2015-10-27 00:00:00
TXT_20374,2016/7/22,19,25,11,8,10,2,300,30,45,125,58,3,41,3,372,396,0.015557271731565068,2016-07-22 00:00:00
TXT_20852,2012/7/19,6,20,4,5,4,0,156,18,117,93,71,13,42,3,462,402,0.11531985457590666,2012-07-19 00:00:00
TXT_20433,2019/7/17,9,30,7,2,9,2,294,12,60,126,56,6,58,14,606,480,-0.09531737604175193,2019-07-17 00:00:00
TXT_20859,2014/5/1,7,36,13,0,13,1,402,42,76,115,54,2,50,8,624,480,-0.04694381202963338,2014-05-01 00:00:00
TXT_20430,2018/10/18,4,27,4,2,7,1,270,0,64,159,59,5,72,6,324,432,-0.11253469030876084,2018-10-18 00:00:00
TXT_20856,2013/7/17,12,34,9,8,9,1,264,42,71,72,69,10,19,2,390,498,0.0003606285267550025,2013-07-17 00:00:00
TXT_20370,2015/7/28,11,35,8,7,10,0,384,36,62,89,59,5,37,5,390,258,0.05773501660659286,2015-07-28 00:00:00
UA_20533,2017/1/31,39,91,32,4,21,5,774,120,51,141,54,1,46,11,660,240,-0.23395778411854415,2017-01-31 00:00:00
UA_20819,2017/4/27,24,103,16,0,17,3,576,102,37,151,56,4,35,3,498,408,0.09261302986230913,2017-04-27 00:00:00
UAA_21262,2017/10/31,80,152,38,2,32,8,822,228,42,111,45,2,26,6,504,384,-0.2370505439256234,2017-10-31 00:00:00
UAA_21268,2019/7/30,34,109,29,2,9,7,462,102,43,196,51,0,31,1,456,270,-0.12244899945177636,2019-07-30 00:00:00
UAA_21263,2018/2/13,63,114,39,2,33,7,798,168,41,163,46,3,29,6,516,270,0.17357704147297182,2018-02-13 00:00:00
UAA_21269,2019/11/4,29,102,27,7,25,2,468,78,55,190,55,4,27,5,540,336,-0.18921476421416872,2019-11-04 00:00:00
UAA_21264,2018/5/1,36,88,19,0,15,2,546,120,33,131,32,0,29,2,486,234,0.015202728281759281,2018-05-01 00:00:00
UAA_21267,2019/5/2,20,113,23,2,14,3,540,96,34,165,33,1,28,2,366,312,0.035390142781135836,2019-05-02 00:00:00
UAA_21265,2018/7/26,40,97,19,2,13,4,492,114,58,182,51,2,26,2,666,222,0.045540844179116746,2018-07-26 00:00:00
UAL_21147,2017/1/18,16,50,14,1,16,6,354,54,73,168,96,3,47,11,552,516,0.003525930889105799,2017-01-18 00:00:00
UAL_21045,2013/1/24,34,125,16,4,45,15,882,78,47,71,33,11,34,2,306,180,0.021600036621093777,2013-01-24 00:00:00
UAL_21087,2013/10/24,36,141,20,4,39,7,750,132,47,72,30,5,18,3,276,162,0.011308512616910573,2013-10-24 00:00:00
UAL_21325,2016/1/21,28,97,45,6,48,12,558,96,33,66,42,2,44,10,306,234,0.004654319683982111,2016-01-21 00:00:00
UAL_21224,2019/1/16,47,107,34,1,33,10,648,120,73,85,60,7,29,5,504,306,0.06354684551772105,2019-01-16 00:00:00
UAL_21150,2017/10/20,39,58,10,3,32,3,276,120,60,120,47,5,43,8,384,312,0.002007406307000359,2017-10-20 00:00:00
UAL_21096,2016/4/21,23,65,20,5,12,3,324,66,74,134,59,2,50,10,540,450,-0.09965870827056332,2016-04-21 00:00:00
UAL_21227,2019/10/16,44,114,25,2,42,3,648,78,24,97,49,8,25,2,462,174,0.020710056346223027,2019-10-16 00:00:00
UAL_21043,2012/4/26,50,110,27,4,44,9,618,156,55,51,39,2,23,2,246,186,-0.0370047235320079,2012-04-26 00:00:00
UAL_21093,2015/4/23,42,103,36,1,45,8,600,174,37,79,41,5,25,8,264,234,-0.019056505310485528,2015-04-23 00:00:00
UAL_21225,2019/4/17,38,101,17,4,33,6,654,96,53,119,46,4,31,8,342,300,0.04778677682663402,2019-04-17 00:00:00
UAL_21095,2015/10/23,39,61,38,2,30,7,360,120,49,99,39,1,52,6,384,342,0.06476362386308576,2015-10-23 00:00:00
UAL_21149,2017/7/19,31,85,17,1,24,2,426,126,90,118,73,1,40,4,540,378,-0.05906214920136488,2017-07-19 00:00:00
UAL_21097,2016/7/20,19,40,23,2,18,4,294,48,61,87,47,3,20,10,510,450,0.009404404959026945,2016-07-20 00:00:00
UAL_21223,2018/10/17,30,105,24,1,26,8,588,84,43,118,57,5,24,7,468,300,0.05950672198830498,2018-10-17 00:00:00
UAL_21091,2014/10/23,28,109,26,1,44,6,504,30,39,83,48,8,22,4,264,228,0.007337888006058835,2014-10-23 00:00:00
UAL_21228,2020/1/22,30,100,25,2,32,8,510,90,61,82,73,3,43,9,366,366,-0.028558160059341864,2020-01-22 00:00:00
UAL_21042,2012/1/26,38,81,24,4,40,6,564,108,51,64,29,1,23,3,252,168,0.0632043569412819,2012-01-26 00:00:00
UAL_21090,2014/7/24,15,108,28,2,39,6,444,54,52,91,42,3,20,4,216,186,-0.02347830067510193,2014-07-24 00:00:00
UAL_21347,2012/10/25,39,103,18,5,37,7,660,78,42,43,43,7,25,5,150,222,-0.049827341197468684,2012-10-25 00:00:00
UAL_21088,2014/1/23,35,166,19,6,50,3,816,48,43,73,36,4,18,2,354,210,-0.015250101572713224,2014-01-23 00:00:00
UAL_21148,2017/4/18,21,68,15,2,29,4,354,72,100,147,51,5,42,8,714,348,-0.04267340379141149,2017-04-18 00:00:00
UAL_21094,2015/7/23,47,63,34,2,29,9,438,180,69,136,78,5,30,4,450,456,-0.007008963168352422,2015-07-23 00:00:00
UAL_21290,2018/4/18,16,91,17,1,23,5,492,60,53,130,53,4,43,6,276,318,0.04811413230417694,2018-04-18 00:00:00
UAL_21303,2016/10/18,19,87,19,3,28,5,270,78,51,127,42,11,34,10,360,408,0.012257241954391151,2016-10-18 00:00:00
UAL_21302,2018/1/24,56,213,29,3,59,7,780,456,84,102,80,5,49,10,528,432,-0.11440295022820668,2018-01-24 00:00:00
UAL_21226,2019/7/17,29,101,20,1,25,5,678,108,54,93,59,8,26,6,318,342,0.009156735808326657,2019-07-17 00:00:00
UAL_21046,2013/4/25,43,130,22,7,37,5,666,78,65,61,41,4,34,4,162,210,-0.015928640003888828,2013-04-25 00:00:00
UDR_20868,2017/11/3,15,36,18,3,14,3,258,36,78,75,60,1,22,11,348,348,0.00891686711417905,2017-11-03 00:00:00
UDR_20863,2016/7/27,17,54,19,0,15,2,636,54,52,84,88,5,38,7,552,228,-0.015565257002995825,2016-07-27 00:00:00
UDR_20873,2019/2/14,16,85,30,3,32,4,456,12,71,103,94,5,39,4,522,288,-0.00022401200198551846,2019-02-14 00:00:00
UDR_20749,2012/7/30,17,35,27,2,23,4,378,36,84,82,66,2,37,6,438,342,-0.001856707903548416,2012-07-30 00:00:00
UDR_20877,2020/2/12,12,57,26,2,29,3,612,42,76,107,88,8,45,8,624,366,,
UDR_20870,2018/4/26,10,30,12,3,14,3,210,0,64,95,86,5,8,10,660,396,0.015607242079009875,2018-04-26 00:00:00
UDR_20864,2016/10/26,17,51,18,1,21,4,426,6,55,64,81,7,30,1,444,210,0.02057240929858017,2016-10-26 00:00:00
UDR_20753,2013/10/29,19,46,14,4,19,1,246,36,38,54,53,2,20,9,240,168,0.002394308642047705,2013-10-29 00:00:00
UDR_20871,2018/7/31,13,40,16,2,16,4,270,24,75,94,93,3,23,4,366,306,0.03859650025971861,2018-07-31 00:00:00
UDR_20874,2019/5/1,16,52,29,1,23,6,312,12,76,101,106,9,31,8,576,378,-0.010011140273672114,2019-05-01 00:00:00
UDR_20760,2015/7/28,7,56,26,4,31,6,618,36,30,45,70,3,22,4,270,210,-0.0017941854383279887,2015-07-28 00:00:00
UDR_20866,2017/4/25,12,52,16,0,21,4,354,12,93,80,86,8,28,8,510,366,0.03030303351673292,2017-04-25 00:00:00
UDR_20751,2013/2/5,55,84,49,4,82,6,756,72,30,37,53,3,14,8,186,186,0.002991439998519807,2013-02-05 00:00:00
UDR_20756,2014/7/29,13,78,38,1,32,3,540,54,50,89,65,3,30,2,468,270,-0.0006903193265116457,2014-07-29 00:00:00
UDR_20876,2019/10/30,11,41,20,1,30,6,540,48,76,118,103,7,43,8,582,372,0.023993499346351088,2019-10-30 00:00:00
UDR_20754,2014/2/4,22,59,34,2,29,3,444,54,55,88,76,3,52,2,564,324,0.006652800519242996,2014-02-04 00:00:00
UDR_20748,2012/4/30,24,36,29,1,27,8,234,48,84,112,85,4,29,3,528,294,-0.005664638259944788,2012-04-30 00:00:00
UDR_20761,2015/10/27,17,42,21,5,24,3,648,42,38,73,60,1,31,0,426,246,-0.007010656227418477,2015-10-27 00:00:00
UDR_20750,2012/10/29,14,38,30,0,23,4,258,36,30,58,56,0,27,3,330,216,0.0020644568879739644,2012-10-31 00:00:00
UDR_20752,2013/4/30,12,30,13,1,16,2,294,36,64,70,69,4,30,6,300,270,0.002855964674440603,2013-04-30 00:00:00
UDR_20747,2012/2/6,20,66,34,0,36,10,564,42,61,57,66,8,35,2,480,288,-0.014739206467973663,2012-02-06 00:00:00
UDR_20755,2014/4/29,8,54,23,2,21,3,348,30,36,32,38,4,19,3,276,180,0.0,2014-04-29 00:00:00
