Code,Time,Negative,Positive,Uncertainty,Litigious,StrongModal,Constraining
REGN_18594,2013/8/6,83,134,93,16,46,11
REGN_18593,2013/5/3,68,114,74,20,34,8
REGN_18591,2012/10/24,88,107,69,12,45,12
REGN_18267,2019/8/6,137,179,85,6,32,5
REGN_18264,2018/11/6,107,156,68,20,38,15
REGN_18510,2016/11/4,129,111,88,20,50,14
REGN_18509,2016/8/4,116,118,81,5,40,14
REGN_18459,2015/5/7,98,143,110,17,46,16
REGN_18266,2019/5/7,84,181,77,11,50,14
REGN_18114,2017/5/4,124,124,93,22,36,16
REGN_18507,2016/2/9,102,122,93,6,47,10
REGN_18117,2018/2/8,109,163,101,15,37,11
REGN_18265,2019/2/6,131,157,110,19,40,7
REGN_18116,2017/11/8,146,180,88,27,45,12
REGN_18119,2018/8/2,124,164,80,15,47,10
REGN_18457,2015/11/4,106,139,81,17,52,9
RF_18257,2018/7/20,55,139,66,3,61,10
RF_18470,2012/7/24,169,204,126,9,81,11
RF_18258,2018/10/23,56,131,78,2,23,11
RF_18260,2019/4/18,94,117,90,3,31,15
RF_17975,2014/10/21,136,222,125,8,111,17
RF_17977,2015/4/21,155,185,110,14,48,11
RF_18506,2017/10/24,109,168,85,5,62,13
RF_18435,2016/7/19,159,171,109,16,35,16
RF_17979,2015/10/20,126,140,81,11,29,13
RF_18261,2019/7/19,111,149,82,5,46,21
RF_18505,2017/7/21,96,145,87,13,30,25
RF_17851,2013/1/22,129,207,120,6,57,9
RF_18472,2012/1/24,221,181,111,25,47,35
RF_17976,2015/1/20,124,165,115,17,54,11
RF_18112,2016/1/15,99,83,91,6,49,10
RF_17970,2013/7/23,129,181,124,10,57,15
RF_18256,2018/4/20,102,219,84,11,44,12
RF_18113,2016/4/15,142,189,117,7,53,19
RF_18471,2012/4/24,121,174,112,9,71,11
RF_18262,2019/10/22,113,133,93,7,56,12
RF_17978,2015/7/21,108,168,100,15,64,22
RF_17971,2013/10/22,107,148,90,12,49,15
RF_17850,2012/10/23,104,159,112,4,53,5
RF_17972,2014/1/21,145,190,92,12,50,11
RF_17974,2014/7/22,133,209,82,13,56,14
RF_17852,2013/4/23,118,189,103,13,58,16
RF_18255,2018/1/19,67,167,71,5,50,4
RF_18503,2017/1/20,105,206,109,9,85,15
RF_17973,2014/4/22,122,240,105,7,60,16
RHI_18938,2014/1/30,77,85,48,8,14,3
RHI_19096,2017/1/26,89,107,55,16,46,9
RHI_18930,2012/1/26,67,80,74,11,37,6
RHI_19104,2019/1/29,67,80,37,7,21,3
RHI_19103,2018/10/23,40,74,33,2,11,3
RHI_18933,2012/10/18,76,86,89,9,32,8
RHI_19098,2017/7/25,59,96,54,15,30,5
RHI_19092,2016/2/2,79,79,67,12,23,8
RHI_19095,2016/10/26,116,86,78,4,33,4
RHI_18942,2015/1/29,72,103,59,6,34,7
RHI_18937,2013/10/22,68,82,68,5,22,7
RHI_18943,2015/4/24,62,97,56,8,33,5
RHI_19108,2020/1/30,68,113,63,6,25,5
RHI_18935,2013/4/23,70,69,55,7,24,5
RHI_18932,2012/7/24,72,69,61,23,20,8
RHI_19097,2017/4/20,63,138,55,13,30,3
RHI_19107,2019/10/23,63,47,50,3,11,4
RHI_18931,2012/4/24,61,70,67,10,22,3
RHI_18940,2014/7/22,48,101,59,11,23,6
RHI_19091,2015/10/21,69,106,56,6,16,4
RHI_18941,2014/10/21,52,96,56,8,19,6
RHI_18944,2015/7/23,56,103,66,5,26,9
RHI_19106,2019/7/23,72,83,48,6,15,3
RHI_19101,2018/4/24,50,83,46,4,26,6
RHI_18936,2013/7/23,65,75,60,18,21,8
RHI_18939,2014/4/23,52,80,48,4,24,5
RHI_19094,2016/7/26,82,59,63,10,30,11
RHI_19093,2016/4/26,95,70,55,18,32,6
RHI_19105,2019/4/23,74,58,55,12,13,4
RJF_18308,2017/7/29,66,98,96,23,40,10
RJF_18314,2019/1/24,134,105,122,15,47,8
RJF_18305,2016/7/21,74,100,104,39,43,6
RJF_18177,2012/7/26,97,100,92,12,35,4
RJF_18430,2015/1/22,110,122,150,7,40,10
RJF_18309,2017/10/26,65,101,79,9,39,7
RJF_18304,2016/4/21,91,148,107,10,68,11
RJF_18317,2019/10/24,119,129,97,18,58,14
RJF_18188,2015/7/23,88,114,90,10,41,10
RJF_18183,2014/1/23,91,174,103,9,30,9
RJF_18178,2012/10/26,59,72,71,14,28,1
RJF_18311,2018/4/26,87,131,108,20,34,15
RJF_18310,2018/1/25,89,130,121,28,46,9
RJF_18431,2012/4/26,76,104,67,7,24,1
RJF_18315,2019/4/27,102,101,80,15,53,4
RJF_18180,2013/4/25,108,105,88,10,57,8
RJF_18306,2016/10/27,56,96,106,17,42,7
RJF_18176,2012/1/26,52,63,69,7,16,1
RJF_18182,2013/10/24,79,104,83,8,18,1
RJF_18307,2017/1/26,92,131,133,37,56,14
RJF_18179,2013/1/24,76,160,92,6,47,10
RJF_18189,2015/10/22,140,162,116,16,49,18
RJF_18185,2014/7/24,70,112,89,7,37,7
RJF_18184,2014/4/24,71,121,74,5,50,9
RJF_18186,2014/10/30,75,146,110,13,34,9
RJF_18316,2019/7/25,111,114,83,7,37,15
RL_17608,2018/7/31,102,212,63,3,37,4
RL_17607,2018/5/24,94,235,44,4,58,2
RL_17554,2012/11/2,90,206,79,5,34,10
RL_17600,2016/8/10,131,130,57,1,59,6
RL_17760,2012/5/22,88,207,82,6,47,22
RL_17562,2014/10/29,45,129,57,5,27,5
RL_17555,2013/2/6,69,203,76,8,46,17
RL_17609,2018/11/6,97,235,62,2,30,4
RL_17423,2015/11/5,79,200,59,3,37,3
RL_17563,2015/2/4,83,128,64,3,30,5
RL_17603,2017/5/18,91,96,47,1,35,6
RL_17557,2013/8/7,66,171,59,4,40,6
RL_17598,2016/2/4,105,150,53,3,54,5
RL_17610,2019/2/5,64,227,52,4,29,8
RL_17759,2012/2/8,66,183,80,5,47,10
RL_17559,2014/2/5,51,168,50,3,33,5
RL_17560,2014/5/9,52,251,71,1,43,6
RL_17605,2017/11/2,92,205,54,6,51,9
RL_17601,2016/11/10,123,199,31,4,51,4
RL_17599,2016/5/12,97,143,37,1,44,2
RL_17611,2019/5/14,79,222,56,11,40,5
RL_17612,2019/7/30,66,197,56,9,49,6
RL_17614,2020/2/4,70,221,43,1,23,11
RL_17613,2019/11/7,76,183,34,5,46,5
RL_17565,2015/8/5,91,135,57,3,32,1
RL_17556,2013/5/23,49,154,56,4,44,15
RL_17558,2013/11/6,49,140,43,5,31,6
RL_17678,2012/8/8,73,172,71,4,29,12
RL_17604,2017/8/8,100,195,63,2,49,17
RMD_18097,2016/10/25,93,140,57,2,58,5
RMD_17947,2013/10/24,86,165,64,13,42,8
RMD_17838,2012/4/26,77,115,81,8,39,8
RMD_18099,2017/4/27,82,186,75,6,41,5
RMD_18101,2017/10/26,53,195,70,3,40,4
RMD_17837,2012/1/26,69,119,95,2,38,1
RMD_17952,2015/1/22,96,180,67,6,41,12
RMD_18233,2018/4/26,51,165,52,13,43,8
RMD_18464,2013/4/25,96,132,66,3,35,7
RMD_17951,2014/10/24,84,141,66,6,55,4
RMD_18100,2017/8/1,106,195,70,13,55,14
RMD_18465,2013/1/24,78,132,78,14,46,13
RMD_18236,2019/5/3,66,222,59,0,60,3
RMD_18096,2016/7/31,86,159,64,5,70,7
RMD_18239,2020/1/30,83,198,75,11,46,5
RMD_18098,2017/1/23,95,172,66,27,62,5
RMD_18094,2016/1/21,66,179,71,3,41,13
RMD_18238,2019/10/24,61,210,44,8,56,3
RMD_18407,2018/8/2,77,206,54,5,41,6
RMD_17948,2014/1/23,90,133,56,3,64,4
RMD_18237,2019/7/25,69,185,54,10,63,4
RMD_17949,2014/4/23,89,175,70,11,52,4
RMD_18091,2015/4/23,108,209,77,14,49,6
RMD_18093,2015/10/22,90,186,74,1,46,4
RMD_18234,2018/10/25,74,227,55,5,40,5
RMD_18235,2019/1/24,70,185,52,4,51,1
RMD_17950,2014/7/31,97,159,87,22,42,12
RMD_17944,2012/8/2,83,116,108,12,29,8
ROK_18743,2012/4/25,55,115,66,2,25,2
ROK_19084,2017/7/26,52,152,63,1,28,3
ROK_18912,2016/4/27,93,143,51,0,45,5
ROK_18913,2016/7/27,112,131,60,2,26,7
ROK_18745,2012/11/5,99,133,80,3,33,4
ROK_18746,2013/1/30,91,129,83,3,33,3
ROK_19087,2018/4/25,56,142,69,0,30,5
ROK_18749,2013/11/7,54,146,51,8,38,4
ROK_19352,2015/4/30,70,166,71,0,37,3
ROK_19086,2018/1/24,27,61,33,2,22,1
ROK_19201,2018/11/7,51,126,55,6,49,1
ROK_18909,2015/7/29,100,121,60,2,42,8
ROK_19085,2017/11/8,59,153,49,3,32,4
ROK_19206,2020/1/29,63,156,70,4,28,7
ROK_18905,2014/4/29,65,128,89,1,53,6
ROK_19203,2019/4/25,59,122,63,4,18,3
ROK_19081,2016/11/7,90,146,87,0,34,12
ROK_18744,2012/7/25,100,81,88,2,28,3
ROK_18908,2015/1/28,87,133,92,2,33,9
ROK_19088,2018/7/25,51,141,45,1,28,6
ROK_18748,2013/7/30,77,117,90,2,43,6
ROK_19271,2014/1/29,62,152,75,14,46,5
ROK_18910,2015/11/10,153,150,72,1,52,5
ROK_18906,2014/7/30,84,110,77,0,35,7
ROK_18907,2014/11/12,86,152,79,8,34,3
ROK_19082,2017/1/25,62,179,119,3,26,4
ROK_18742,2012/1/25,68,133,78,3,29,1
ROK_18747,2013/4/24,107,127,93,1,36,5
ROK_18911,2016/1/27,144,142,94,0,36,4
ROP_18894,2015/1/26,72,163,83,3,61,8
ROP_19187,2018/7/26,47,145,55,5,25,9
ROP_19057,2016/2/1,96,110,72,3,63,6
ROP_19062,2017/4/28,51,107,64,6,40,4
ROP_18893,2014/10/27,49,144,73,1,37,5
ROP_18895,2015/4/27,83,155,57,1,62,5
ROP_18887,2013/1/28,49,110,48,2,48,1
ROP_19191,2019/7/25,71,168,92,12,41,3
ROP_19188,2018/10/26,46,129,38,8,38,5
ROP_18884,2012/4/23,76,133,57,3,42,3
ROP_19189,2019/2/1,86,190,65,14,40,3
ROP_18897,2015/10/26,69,181,55,11,85,6
ROP_19207,2020/1/30,85,193,72,15,52,0
ROP_18892,2014/4/28,56,101,69,3,41,2
ROP_18885,2012/7/30,51,160,79,9,53,8
ROP_19281,2014/7/28,46,149,66,3,65,2
ROP_19066,2018/4/20,47,115,47,2,27,0
ROP_18891,2014/1/27,52,106,60,8,31,2
ROP_19059,2016/7/25,94,150,67,3,46,1
ROP_18883,2012/2/2,62,112,73,1,32,5
ROP_18890,2013/10/28,77,117,74,4,40,6
ROP_19061,2017/2/9,49,113,75,10,35,5
ROP_19065,2018/2/2,60,120,90,3,53,5
ROP_19192,2019/10/24,63,172,45,17,41,5
ROP_19190,2019/4/25,60,194,69,12,47,6
ROP_19063,2017/7/31,46,130,73,5,36,2
ROP_19058,2016/4/25,76,121,54,4,45,2
ROP_19060,2016/10/31,50,109,53,7,72,8
ROP_18888,2013/4/29,81,130,46,22,67,4
ROST_19209,2018/3/6,72,143,63,8,36,2
ROST_18876,2012/3/15,85,181,67,4,21,3
ROST_19216,2016/8/18,44,100,58,4,27,6
ROST_19211,2017/8/17,69,92,63,7,27,2
ROST_18880,2013/3/21,93,105,77,2,28,5
ROST_19214,2016/11/17,62,141,58,4,26,3
ROST_19181,2016/3/1,88,184,105,3,50,7
ROST_19056,2015/5/21,51,131,53,3,37,1
ROST_19180,2015/11/19,102,173,79,2,44,5
ROST_18879,2012/11/15,78,94,63,1,18,4
ROST_19048,2013/5/23,55,87,61,0,19,2
ROST_19213,2017/2/28,75,125,60,3,25,9
ROST_19049,2013/8/22,66,125,65,0,17,5
ROST_19186,2019/11/21,70,136,63,1,25,3
ROST_19179,2015/8/20,59,111,56,2,29,4
ROST_18878,2012/8/16,69,105,55,3,30,7
ROST_19182,2018/11/20,85,102,65,7,29,4
ROST_19217,2016/5/19,80,114,82,3,29,4
ROST_19054,2014/11/20,77,132,53,6,30,4
ROST_19052,2014/5/22,87,144,56,3,34,4
ROST_19185,2019/8/22,71,127,64,2,34,3
ROST_18877,2012/5/17,55,97,54,0,13,3
ROST_19208,2018/5/24,57,93,45,5,20,4
ROST_19051,2014/2/27,80,131,68,1,33,3
ROST_19355,2018/8/23,59,81,59,5,25,4
ROST_19184,2019/5/23,80,106,62,1,19,5
ROST_19212,2017/5/18,75,94,45,2,18,1
RRC_18017,2017/2/23,49,216,63,8,49,11
RRC_17891,2012/2/22,79,237,142,8,98,12
RRC_18193,2018/4/26,58,171,67,5,27,14
RRC_18190,2017/8/2,56,172,83,1,48,14
RRC_17904,2015/7/29,57,176,89,16,72,12
RRC_17892,2012/4/26,71,225,115,7,69,20
RRC_17902,2015/2/25,69,229,88,9,66,11
RRC_18321,2019/4/23,68,132,76,3,48,18
RRC_18468,2013/2/27,58,184,95,3,66,1
RRC_18320,2019/2/26,77,128,80,9,32,19
RRC_18191,2017/10/25,48,150,76,4,71,24
RRC_18015,2016/4/29,44,188,108,7,52,19
RRC_17903,2015/4/29,47,177,101,17,72,18
RRC_18016,2016/7/27,46,232,83,8,55,15
RRC_18429,2018/7/31,72,221,87,3,57,16
RRC_18319,2018/10/24,75,186,93,6,56,8
RRC_18322,2019/7/26,70,160,64,9,33,18
RRC_18018,2017/4/26,52,180,98,5,64,11
RRC_17896,2013/7/25,57,123,97,6,68,7
RRC_18014,2016/2/26,55,153,89,8,38,12
RRC_18323,2019/10/24,59,132,61,6,23,19
RRC_18192,2018/2/28,57,143,78,2,30,16
RRC_17894,2012/10/25,65,156,95,5,78,17
RRC_17899,2014/4/29,58,186,111,3,65,10
RRC_17901,2014/10/30,53,222,76,22,68,8
RRC_17893,2012/7/25,59,192,85,3,50,24
RRC_17895,2013/4/26,54,155,93,6,42,12
RRC_17897,2013/10/30,52,175,105,4,52,8
RSG_18111,2016/2/11,58,121,64,19,38,14
RSG_17969,2013/7/25,41,96,73,23,18,7
RSG_18240,2016/4/29,91,98,85,25,32,7
RSG_18249,2018/7/27,62,139,57,16,36,13
RSG_18245,2017/7/27,40,113,49,7,34,12
RSG_18244,2017/4/28,50,149,63,13,31,9
RSG_18241,2016/7/29,54,129,48,24,34,11
RSG_18253,2019/10/30,62,154,83,9,42,11
RSG_17963,2012/2/9,54,94,78,28,22,9
RSG_18243,2017/2/16,56,162,92,20,44,9
RSG_18248,2018/5/2,64,156,57,14,37,8
RSG_18252,2019/4/25,62,170,86,16,47,5
RSG_18108,2015/4/23,38,74,51,11,14,6
RSG_18102,2013/10/31,58,139,79,18,37,16
RSG_17967,2013/2/7,72,110,105,27,32,11
RSG_18107,2015/2/12,63,147,89,12,28,13
RSG_18247,2018/2/8,44,155,68,9,55,9
RSG_18251,2019/2/8,68,181,77,14,48,13
RSG_17966,2012/11/1,104,108,109,23,33,12
RSG_18106,2014/10/30,41,138,81,30,26,12
RSG_18104,2014/4/24,63,136,59,9,15,13
RSG_18406,2019/7/25,78,180,91,12,48,11
RSG_18246,2017/11/2,50,109,75,12,31,10
RSG_17964,2012/4/26,74,120,76,13,27,14
RSG_17968,2013/4/25,62,134,65,19,28,6
RSG_18109,2015/7/24,41,122,59,16,24,18
RSG_18250,2018/10/25,52,158,71,17,28,15
RSG_17965,2012/7/26,57,93,67,7,32,11
RSG_18242,2016/10/27,54,90,50,23,30,13
RTN_18301,2019/7/25,55,159,62,8,30,15
RTN_18163,2015/4/23,62,152,72,36,46,4
RTN_18167,2016/4/29,48,151,60,12,18,9
RTN_18296,2018/4/26,61,174,53,12,23,8
RTN_18170,2017/1/26,74,118,55,8,25,5
RTN_18302,2019/10/24,39,177,50,12,37,7
RTN_18298,2018/10/25,53,179,63,11,30,8
RTN_17996,2013/4/25,62,127,55,14,32,3
RTN_18000,2014/4/24,50,124,59,20,39,6
RTN_18300,2019/4/25,69,151,40,4,32,7
RTN_18297,2018/7/26,58,156,56,22,34,9
RTN_17997,2013/7/25,68,132,79,12,51,7
RTN_18002,2015/1/29,52,128,62,7,51,6
RTN_18294,2017/10/26,70,155,64,22,22,6
RTN_18165,2015/10/22,78,125,62,19,22,7
RTN_18303,2020/1/30,55,140,40,10,31,9
RTN_18171,2017/4/27,77,140,55,16,30,8
RTN_17999,2014/1/30,48,111,65,5,34,4
RTN_17995,2013/1/24,65,146,64,5,23,2
RTN_18169,2016/10/27,70,139,77,8,23,8
RTN_18166,2016/1/28,61,135,67,10,36,3
RTN_17994,2012/7/26,67,106,80,21,29,6
RTN_17889,2012/4/26,60,121,64,16,19,3
RTN_18441,2012/10/25,78,133,69,14,24,6
RTN_18440,2014/7/24,52,164,84,12,27,7
RTN_18168,2016/7/29,50,143,83,3,33,3
RTN_18295,2018/1/25,76,119,57,7,25,5
RTN_17888,2012/1/26,52,149,56,25,35,9
RTN_18001,2014/10/23,53,117,69,13,23,6
SBUX_20496,2017/4/27,116,303,75,3,81,12
SBUX_20160,2014/7/24,55,314,79,5,57,6
SBUX_20142,2018/11/1,83,262,63,2,67,10
SBUX_20229,2012/11/1,88,322,76,4,61,10
SBUX_20148,2015/10/30,92,299,100,6,90,8
SBUX_20140,2018/4/26,115,274,90,4,82,13
SBUX_20157,2013/10/30,73,353,93,7,84,13
SBUX_20151,2016/7/21,114,318,90,1,82,12
SBUX_20227,2012/4/26,79,247,68,5,51,10
SBUX_20159,2014/4/25,82,285,100,3,89,8
SBUX_20495,2017/7/28,96,334,96,1,129,16
SBUX_20316,2015/7/24,54,312,75,1,77,9
SBUX_20484,2019/4/25,81,253,63,1,53,13
SBUX_20158,2014/1/23,104,311,110,8,92,11
SBUX_20481,2020/1/28,111,242,79,2,61,22
SBUX_20493,2018/1/26,92,274,111,20,90,12
SBUX_20483,2019/7/25,91,279,76,1,38,12
SBUX_20497,2017/1/27,96,228,78,3,73,10
SBUX_20230,2013/1/24,74,250,94,7,86,13
SBUX_20528,2015/4/24,59,280,74,1,78,9
SBUX_20494,2017/11/2,106,251,79,6,90,24
SBUX_20515,2015/1/22,61,243,73,3,72,5
SBUX_20231,2013/4/25,75,289,78,2,90,10
SBUX_20226,2012/1/26,80,250,79,4,73,10
SBUX_20498,2016/11/4,89,298,98,5,77,7
SBUX_20228,2012/7/26,105,257,118,1,66,13
SBUX_20143,2019/1/25,70,238,49,2,60,10
SBUX_20150,2016/4/22,81,317,91,3,76,8
SBUX_20141,2018/7/26,87,216,71,5,63,14
SCG_19259,2012/11/6,65,58,57,31,42,7
SCG_19221,2016/2/18,96,67,93,44,37,14
SCG_19256,2013/8/1,52,42,64,10,29,5
SCG_19164,2017/4/27,70,49,68,28,55,6
SCG_19036,2015/5/1,77,68,72,36,53,8
SCG_19034,2014/10/30,86,61,104,33,63,6
SCG_19262,2012/2/15,118,81,139,48,67,19
SCG_19033,2014/8/3,75,47,98,18,32,9
SCG_19218,2016/10/27,63,64,62,55,52,7
SCG_19255,2013/10/31,67,40,85,17,50,9
SCG_19222,2015/10/29,109,99,131,85,107,22
SCG_19032,2014/4/24,132,73,118,32,58,8
SCG_19220,2016/4/29,77,73,78,46,36,7
SCG_19219,2016/7/30,70,47,82,57,42,5
SCG_19260,2012/8/2,45,50,68,20,41,10
SCG_19257,2013/4/25,36,32,60,15,30,4
SCG_19163,2017/2/17,122,106,146,67,62,22
SCG_19031,2014/2/20,60,59,82,25,59,7
SCG_19258,2013/2/21,45,79,88,18,46,7
SCG_19166,2017/10/28,159,64,115,166,55,23
SCG_19035,2015/2/19,110,52,107,46,72,9
SCHW_5048,2016/4/24,85,99,156,31,76,9
SEE_18984,2016/2/10,114,180,68,3,29,7
SEE_18709,2013/2/19,101,146,62,5,46,7
SEE_18990,2017/11/8,85,161,50,2,35,9
SEE_18809,2015/7/30,114,123,72,4,29,5
SEE_18989,2017/8/8,86,109,65,1,24,5
SEE_18705,2012/2/9,104,120,112,19,39,6
SEE_18986,2016/7/28,126,159,80,2,55,4
SEE_19129,2018/2/8,99,185,65,1,39,5
SEE_18985,2016/4/28,120,162,79,4,20,5
SEE_18988,2017/5/9,105,89,88,5,46,11
SEE_19266,2016/10/30,102,133,71,2,59,8
SEE_19130,2018/5/3,108,155,72,14,18,3
SEE_18808,2015/2/10,108,172,95,7,24,7
SEE_18706,2012/5/3,107,154,82,17,30,8
SEE_18987,2017/2/9,120,124,87,2,35,7
SEE_18806,2014/7/30,100,156,75,14,33,8
SEE_18802,2013/8/2,103,147,61,18,27,11
SEE_18710,2013/5/1,134,168,61,22,31,8
SEE_18708,2012/11/2,94,169,56,2,28,13
SEE_19131,2018/11/1,86,133,46,2,30,4
SEE_18805,2014/4/30,114,140,58,7,38,9
SEE_18803,2013/10/30,112,162,79,23,31,6
SEE_19133,2019/5/1,113,166,61,0,38,7
SEE_19134,2019/8/2,106,200,75,5,42,8
SEE_19136,2020/2/11,129,167,77,1,56,5
SEE_19132,2019/2/7,101,186,56,2,52,8
SEE_19231,2018/8/2,86,136,58,1,54,0
SEE_19135,2019/11/6,82,160,56,1,33,6
SEE_18804,2014/2/6,85,148,68,9,42,10
SHW_18972,2016/4/21,115,180,85,1,56,6
SHW_18672,2012/1/26,110,147,91,32,55,18
SHW_19239,2018/10/25,170,135,111,46,35,11
SHW_18773,2012/4/19,67,109,59,12,41,2
SHW_19236,2019/7/23,137,230,106,20,68,9
SHW_18787,2014/1/30,124,94,93,38,41,8
SHW_18959,2014/7/17,123,193,77,22,43,7
SHW_18968,2015/10/31,116,138,84,2,50,5
SHW_19237,2019/4/23,168,246,127,7,45,8
SHW_18789,2014/4/17,164,166,80,20,58,4
SHW_19240,2018/7/24,134,213,121,22,35,10
SHW_19268,2015/4/16,101,134,78,5,68,7
SHW_19234,2020/1/30,116,237,83,5,47,19
SHW_18779,2013/1/31,96,121,101,10,54,5
SHW_18781,2013/4/18,112,130,73,9,49,7
SHW_18963,2015/1/29,92,115,61,5,39,1
SHW_18961,2014/10/28,87,98,59,17,46,5
SHW_18777,2012/10/25,121,156,100,3,42,2
SHW_19121,2017/10/24,126,132,91,8,47,5
SHW_19119,2017/4/20,119,197,88,8,56,9
SHW_18974,2016/10/25,140,203,105,7,50,14
SHW_18783,2013/7/18,136,144,77,21,39,6
SHW_19120,2017/7/20,175,220,115,13,55,7
SHW_18785,2013/10/25,114,137,83,21,55,9
SHW_19241,2018/4/24,120,211,104,17,55,8
SHW_18970,2016/1/28,143,196,103,4,61,9
SHW_18973,2016/7/21,137,176,81,5,51,6
SHW_18775,2012/7/19,84,132,72,10,44,2
SIG_19111,2017/11/21,123,205,48,2,50,5
SIG_18958,2016/11/22,84,147,63,7,48,0
SIG_18768,2012/3/22,90,180,68,1,83,7
SIG_19116,2019/4/3,69,133,66,2,65,11
SIG_18769,2012/5/24,127,242,109,3,105,3
SIG_19112,2018/3/14,105,185,81,5,96,15
SIG_19243,2019/12/5,26,91,23,1,8,4
SIG_18949,2014/8/28,69,241,63,7,64,9
SIG_18772,2013/5/23,80,187,97,6,69,6
SIG_19110,2017/5/25,116,233,106,18,137,9
SIG_18953,2015/11/24,60,199,58,2,65,1
SIG_19114,2018/8/30,99,196,41,4,51,12
SIG_18947,2014/3/27,82,231,68,5,74,9
SIG_18956,2016/5/26,87,231,81,6,60,4
SIG_18954,2016/1/7,58,195,86,0,45,1
SIG_18948,2014/5/22,52,176,72,2,47,2
SIG_19118,2019/9/5,32,102,30,1,19,7
SIG_18952,2015/8/27,53,235,59,16,74,2
SIG_18950,2014/11/25,85,173,63,7,42,4
SIG_19117,2019/6/6,45,116,44,1,20,5
SIG_18955,2016/3/24,65,249,67,6,78,8
SIG_19109,2017/3/9,178,196,72,35,70,8
SIG_18951,2015/5/28,67,168,54,3,42,3
SIG_18945,2013/8/29,89,182,83,3,64,1
SIG_18946,2013/11/26,87,163,58,1,45,2
SIG_19244,2017/8/24,73,230,61,10,98,14
SIG_19286,2013/3/28,88,161,80,2,57,5
SIG_19115,2018/12/6,102,134,39,5,43,6
SLB_19027,2015/10/16,148,136,60,12,75,5
SLB_19024,2015/1/16,105,137,59,11,56,8
SLB_19021,2014/4/17,85,145,62,20,49,4
SLB_19028,2016/1/22,140,145,75,21,64,12
SLB_19162,2018/7/20,59,166,79,22,62,8
SLB_19310,2012/4/20,80,113,64,48,53,6
SLB_19026,2015/7/17,110,162,70,28,46,6
SLB_19023,2014/10/17,84,125,58,17,52,10
SLB_19019,2013/10/18,77,176,51,16,46,5
SLB_19025,2015/4/17,126,112,46,9,56,6
SLB_19309,2012/1/20,71,114,82,41,45,14
SLB_19158,2017/7/21,83,125,80,8,64,13
SLB_19018,2013/7/19,83,184,60,25,59,8
SLB_19015,2012/10/19,78,145,68,16,44,3
SLB_19016,2013/1/18,85,121,65,22,51,3
SLB_19161,2018/4/20,87,144,55,31,46,9
SLB_19014,2012/7/20,72,137,92,52,40,5
SLB_19159,2017/10/20,84,174,81,37,57,9
SLB_19227,2019/4/18,71,186,87,15,64,9
SLB_19226,2019/7/19,100,202,69,20,78,17
SLB_19225,2019/10/18,93,154,92,7,94,18
SLB_19022,2014/7/18,70,160,62,9,61,4
SLB_19160,2018/1/19,85,152,49,20,63,12
SLB_19229,2018/10/19,70,169,53,14,79,19
SLB_19155,2016/10/21,74,169,67,22,59,11
SLB_19157,2017/4/21,93,146,64,11,53,11
SLB_19154,2016/7/22,156,197,75,22,78,16
SLG_19655,2019/4/18,39,79,78,8,36,7
SLG_19589,2014/7/24,33,135,91,7,39,7
SLG_19650,2018/1/25,83,124,92,13,28,8
SLG_19584,2013/4/24,53,86,107,10,35,11
SLG_19596,2016/7/21,115,117,98,9,67,7
SLG_19653,2018/10/18,66,103,65,11,47,9
SLG_19658,2020/1/23,51,59,58,10,23,10
SLG_19591,2015/1/29,48,116,48,8,29,5
SLG_19582,2012/10/25,105,143,98,17,68,18
SLG_19594,2016/1/29,108,117,125,13,71,14
SLG_19527,2012/7/26,81,110,95,18,49,12
SLG_19590,2014/10/23,80,131,90,13,63,4
SLG_19657,2019/10/17,56,111,83,9,40,10
SLG_19598,2017/1/26,54,105,80,13,54,13
SLG_19588,2014/4/24,50,137,84,13,36,7
SLG_19656,2019/7/18,39,54,64,4,19,3
SLG_19587,2014/1/30,67,101,108,5,41,6
SLG_19597,2016/10/20,98,131,92,14,79,4
SLG_19647,2017/4/20,58,104,78,13,44,11
SLG_19654,2019/1/24,68,110,103,12,38,11
SLG_19648,2017/7/20,72,122,114,3,68,6
SLG_19652,2018/7/19,47,74,59,7,38,4
SLG_19586,2013/10/24,60,140,86,10,33,7
SLG_19651,2018/4/19,59,99,81,13,24,8
SLG_19683,2015/4/23,53,116,68,3,48,6
SLG_19525,2012/1/31,68,120,70,9,30,6
SLG_19526,2012/4/26,63,104,63,12,31,10
SLG_19595,2016/4/21,119,115,141,16,46,7
SLG_19649,2017/10/19,64,94,75,10,37,6
SNA_19580,2017/2/2,118,232,72,6,35,10
SNA_19577,2016/4/22,94,233,52,1,25,10
SNA_19504,2013/4/18,82,166,69,4,29,7
SNA_19642,2019/2/7,103,185,66,23,17,2
SNA_19508,2014/4/17,94,189,58,1,36,7
SNA_19671,2018/10/18,96,249,76,12,32,5
SNA_19645,2019/10/17,140,218,76,11,26,3
SNA_19503,2013/2/7,90,191,68,4,39,7
SNA_19581,2017/4/20,97,245,80,9,30,9
SNA_19502,2012/10/18,92,207,97,7,29,7
SNA_19509,2014/7/17,64,203,59,5,31,5
SNA_19499,2012/2/2,105,173,70,4,31,10
SNA_19506,2013/10/17,86,177,51,8,30,6
SNA_19500,2012/4/19,84,189,72,5,36,10
SNA_19579,2016/10/20,108,256,80,8,19,7
SNA_19641,2018/7/19,109,220,65,9,35,7
SNA_19574,2015/4/23,93,230,71,6,39,5
SNA_19639,2018/2/8,86,219,71,33,27,9
